old_level	old_phase	old_alias	disposition	new_phase	new_level	new_alias	owner	purpose	oracle	reason
Implementation	Specification	cli-execution-support	retained	Specification	Implementation	cli-execution-support	Implementation CLI platform owner	Fix operating-system and shell support for a command-line Product.	Accepted CLI support matrix names OS, architecture and shell combinations, packaging or invocation constraints, support windows, and executable tests.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	library-runtime-support	merged	Library	Product	compatibility-matrix	Product stakeholder / Product Lifecycle Product section	Define the installed-consumer compatibility matrix	Every claimed combination passes the installed-consumer oracle and unsupported combinations fail safely	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	trust-boundaries	retained	Specification	Implementation	trust-boundaries	Implementation security architect	Locate crossings where data or control enters a different trust level.	Accepted trust map names runtime units and identities, crossing data or control, direction, validation and authorization, protection, and tests.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	network-replay-threat	retained	Specification	Implementation	network-replay-threat	Implementation protocol security owner	Prevent repeated attacker-controlled protocol messages from causing a second unauthorized effect.	Accepted threat contract names replayable messages, freshness or uniqueness mechanism, retention and clock assumptions, rejection response, and replay tests.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	network-integrity-threat	retained	Specification	Implementation	network-integrity-threat	Implementation protocol security owner	Detect and reject unauthorized change to protected protocol state.	Accepted integrity contract names protected fields or state, trust and key assumptions, verification, failure behavior, rotation or recovery, and tamper tests.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	network-denial-threat	retained	Specification	Implementation	network-denial-threat	Implementation security authority	Bound resource-exhaustion attacks that threaten Product availability.	Accepted denial-risk record names resource and attack path, capacity or rate bound, admission or isolation control, degraded behavior, monitoring, and load or abuse tests.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	diagnostic-evidence	retained	Specification	Implementation	diagnostic-evidence	Implementation observability owner	Preserve enough failure evidence for diagnosis without exposing protected data.	Accepted diagnostic contract maps failure questions to logs, metrics, traces or records, required fields and correlation, redaction, retention, access, and fault tests.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	security-review	retained	Specification	Implementation	security-review	Implementation security authority	Route security-relevant changes through review before release.	Accepted review policy defines triggering change classes, required reviewer authority, evidence set, findings disposition, approval record, and enforcement check.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	performance-evidence	retained	Specification	Implementation	performance-evidence	Implementation performance owner	Require measurement for consequential speed, capacity, and resource-use claims.	Accepted performance plan names workload, environment, metric, threshold, repetitions or statistics, baseline, pass rule, and reproducible result record.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	operational-evidence	retained	Specification	Implementation	operational-evidence	Implementation operations owner	Prove deployment, recovery, and routine-operation claims in a realistic environment.	Accepted operational plan maps each claim to a rehearsal or demonstration, environment, operator, pass condition, retained record, and resolved findings.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	directory-convention	retained	Specification	Implementation	directory-convention	Repository architecture authority	Preserve ownership and dependency boundaries through repository organization.	Accepted convention names required paths and allowed contents or dependencies, protected boundary and rationale, authoritative examples, and automated check where possible.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	module-convention	retained	Specification	Implementation	module-convention	Repository architecture authority	Keep specified responsibilities separated by module or package boundaries.	Accepted convention names responsibilities, allowed dependency direction and public seams, examples, and architecture or compile checks.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	naming-convention	retained	Specification	Implementation	naming-convention	Repository standards authority	Make mandatory implementation names predictable and mechanically reviewable.	Accepted convention defines scopes and patterns, exceptions, authoritative examples, and formatter, linter, compile, or review evidence.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	interface-convention	retained	Specification	Implementation	interface-convention	Repository architecture authority	Standardize implementation interfaces where consistency protects consumers or boundaries.	Accepted convention states applicable interface shapes, ownership and error or lifecycle rules, rationale, examples, counterexamples, and type or test evidence.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	error-convention	retained	Specification	Implementation	error-convention	Repository standards authority	Preserve consistent error creation, context, propagation, classification, and recovery behavior.	Accepted convention defines error forms and text or code stability, wrapping or causality, boundary translation, logging ownership, examples, and tests or lint evidence.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	documentation-convention	retained	Specification	Implementation	documentation-convention	Documentation authority	Fix where implementation documentation lives and how it is structured and maintained.	Accepted convention names document classes, paths, required sections and metadata, ownership and freshness trigger, examples, and link or structure checks.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	test-convention	retained	Specification	Implementation	test-convention	Test architecture authority	Standardize test names, grouping, location, scope, and evidence ownership.	Accepted convention defines test classes and paths, naming and fixture rules, isolation or cleanup, examples, and discovery or runner checks.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	contribution-convention	retained	Specification	Implementation	contribution-convention	Maintainer authority	Define the evidence and process required to propose an Implementation change.	Accepted contribution contract records prerequisites, branch or change shape, checks, review and approval, commit or record rules, and rejection or recovery path.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	live-example	retained	Specification	Implementation	live-example	Repository architecture authority	Designate a current implementation artifact as the pattern to copy.	Accepted guidance cites an existing file or module, names the exact decisions it exemplifies and its applicability limits, and passes current checks.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	counterexample	retained	Specification	Implementation	counterexample	Repository architecture authority	Warn against a locally common pattern that violates the accepted contract.	Accepted guidance cites the real pattern, names why and where it fails, defines its applicability, and links failing evidence or a concrete defect.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	deliberate-pattern	retained	Specification	Implementation	deliberate-pattern	Repository architecture authority	Protect an unusual intentional pattern from cleanup that would break a requirement.	Accepted guidance cites the pattern, states the invariant and reason, names when it applies, and links tests or source evidence that prove necessity.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	binding-rule	retained	Specification	Implementation	binding-rule	Repository governance authority	Distinguish mandatory Implementation rules from preferences.	Accepted rule states actor, required or forbidden action, scope, trigger, rationale, exceptions and authority, plus observable enforcement evidence.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	recurring-mistake	retained	Specification	Implementation	recurring-mistake	Maintainer authority	Capture a repeated implementation failure pattern so it can be prevented.	Accepted learning cites multiple occurrences or durable evidence, identifies the root cause and consequence, and names the prevention or detection check.	Mapped by the accepted literal semantic and domain audit
Implementation	Specification	corrected-approach	retained	Specification	Implementation	corrected-approach	Repository architecture authority	Define the approved replacement for a misleading local pattern.	Accepted guidance maps the rejected pattern to a supported alternative, applicability and migration boundary, authoritative example, and verification evidence.	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	stack-change-evidence	merged	Development Lifecycle	Implementation	development-change-inception	Complete-stack Implementation Development Lifecycle owner	Bind a Development change to its trigger and current baseline	Accepted evidence names the trigger and reproduces or characterizes the current baseline	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	dependency-change	merged	Development Lifecycle	Implementation	dependency-incompatibility-response	Complete-stack Implementation Development Lifecycle owner	Define response to unplanned dependency incompatibility	An accepted adapter, coordinated change, pin, or degradation preserves the Product promise	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	dependency-exit	retained	Development Lifecycle	Implementation	dependency-exit	Complete-stack Implementation Development Lifecycle owner	Preserve continuity after permanent dependency loss	An alternative, replacement, or reduced mode realizes required duties and its exit is tested	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	deployment-method	retained	Development Lifecycle	Implementation	deployment-method	Complete-stack Implementation Development Lifecycle owner	Define the deployment mechanism and order	The target runs or serves the exact candidate and target checks pass	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	rollout-signal	merged	Development Lifecycle	Implementation	rollout-gate	Complete-stack Implementation Development Lifecycle owner	Define staged advance, hold, and stop decisions	Accepted thresholds decide each rollout stage	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	rollback-trigger	merged	Development Lifecycle	Implementation	rollout-gate	Complete-stack Implementation Development Lifecycle owner	Define staged advance, hold, and stop decisions	Accepted thresholds decide each rollout stage	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	rollback-state	merged	Development Lifecycle	Implementation	development-rollback	Complete-stack Implementation Development Lifecycle owner	Define actual technical reversal	Prior identity and compatible state are restored and the real target is reverified	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	technology-exit-trigger	merged	Development Lifecycle	Implementation	entry-replacement-path	Complete-stack Implementation Development Lifecycle owner	Preserve alternative, replacement, coexistence, migration, and exit dimensions	The replacement realizes duties, coexistence or migration passes, and the old entry is safely unselected	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	maintenance-scenario	merged	Development Lifecycle	Implementation	maintenance-lifecycle-scenario	Complete-stack Implementation Development Lifecycle owner	Prove future maintenance by an unfamiliar maintainer	The maintainer locates owner and contract, completes the change, runs checks, and explains it without hidden context	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	desktop-release-approval	retained	Desktop	Implementation	desktop-release-approval	Desktop Development release owner	Prove publisher identity and platform trust for final Desktop bytes	Final bytes pass signing, notarization, or platform assessment under authorized identity	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	network-deployment	retained	Network	Implementation	network-deployment	Network Development transition owner	Define mixed-version protocol deployment	Old and new peers interoperate or reject safely, and convergence or compatibility evidence proves completion	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	network-diagnostics	retained	Network	Implementation	network-diagnostics	Network Development diagnostics owner	Collect bounded network evidence without disruption or protected-data leak	A named engineer question is answered from bounded redacted evidence while service remains within accepted operation	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	scenario-development-guidance	retained	Development Lifecycle	Implementation	scenario-development-guidance	Complete-stack Implementation Development Lifecycle owner	Record proactive implementation-neutral guidance	The record states a specific constraint without task, algorithm, or signature	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	scenario-evaluation-method	merged	Development Lifecycle	Implementation	development-evidence-ladder	Complete-stack Implementation Development Lifecycle owner	Bind Development claims to disproof evidence	Evaluation method, pass/fail result, retained proof, and limits are explicit	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	scenario-pass-fail-oracle	merged	Development Lifecycle	Implementation	development-evidence-ladder	Complete-stack Implementation Development Lifecycle owner	Bind Development claims to disproof evidence	Evaluation method, pass/fail result, retained proof, and limits are explicit	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	scenario-required-evidence	merged	Development Lifecycle	Implementation	development-evidence-ladder	Complete-stack Implementation Development Lifecycle owner	Bind Development claims to disproof evidence	Evaluation method, pass/fail result, retained proof, and limits are explicit	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	migration-lifecycle-scenario	merged	Development Lifecycle	Implementation	state-migration	Complete-stack Implementation Development Lifecycle owner	Define technical state migration and cutover	Migration invariants, cutover, post-migration proof, and recovery pass	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	upgrade-lifecycle-scenario	retained	Development Lifecycle	Implementation	upgrade-lifecycle-scenario	Complete-stack Implementation Development Lifecycle owner	Define planned complete-stack or entry version transition	The supported matrix passes and a reverse or recovery path exists	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	rollback-lifecycle-scenario	merged	Development Lifecycle	Implementation	development-rollback	Complete-stack Implementation Development Lifecycle owner	Define actual technical reversal	Prior identity and compatible state are restored and the real target is reverified	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	maintenance-lifecycle-scenario	retained	Development Lifecycle	Implementation	maintenance-lifecycle-scenario	Complete-stack Implementation Development Lifecycle owner	Prove future maintenance by an unfamiliar maintainer	The maintainer locates owner and contract, completes the change, runs checks, and explains it without hidden context	Mapped by the accepted literal semantic and domain audit
Implementation	Lifecycle and Use Cases	deprecation-lifecycle-scenario	retained	Development Lifecycle	Implementation	deprecation-lifecycle-scenario	Complete-stack Implementation Development Lifecycle owner	Define Development deprecation transition	Window, replacement, migration duties, and owners are explicit and exercised	Mapped by the accepted literal semantic and domain audit
